name,url,address,access,description,average_price,pet_dog_small,pet_dog_medium,pet_dog_large,pet_cat,pet_others,pet_otherInfo
新宿天空ビアガーデン2021,https://r.gnavi.co.jp/b977503/,東京都新宿区歌舞伎町1-21-1,ＪＲ新宿駅東口 徒歩4分,新宿天空ビアガーデン,"平均予算：3,000円",,,,,,
KITCHEN THREE PIECE93,https://r.gnavi.co.jp/s037390e0000/,栃木県宇都宮市二荒町5-2,東武宇都宮線東武宇都宮駅 徒歩11分,ワインビュッフェ人気店,"平均予算：3,500円",テラス,テラス,テラス,テラス,,
個室で味わう九州地鶏料理 吉蔵 ～YOSHIKURA～ 浦和店,https://r.gnavi.co.jp/ptytkyga0000/?sc_dsp=rs_13376&sc_type=area&sc_area=jp,埼玉県さいたま市浦和区仲町1-1-13,ＪＲ浦和駅 徒歩1分,24時迄営業・酒類OK,"平均予算：3,000円",店内,,,店内,店内,
完全貸切＆パーティ Casa Asteion【カーサアスティオン】,https://r.gnavi.co.jp/g384300/?sc_dsp=rs_14563&sc_type=area&sc_area=jp,東京都渋谷区円山町7-9,ＪＲ渋谷駅 徒歩8分,一軒家＆貸切＆パーティ,"平均予算：2,500円",店内,店内,店内,店内,店内,
vege BeeF 新宿店,https://r.gnavi.co.jp/na50setz0000/?sc_dsp=rs_14940&sc_type=area&sc_area=jp,東京都新宿区新宿6-27-23,地下鉄副都心線新宿三丁目駅 徒歩4分,新宿隠れ家イタリアン,"平均予算：3,000円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,開放感溢れるテラス席は、当店人気のお席となっております！
かざみどり南池袋,https://r.gnavi.co.jp/a9zfxxsa0000/,東京都豊島区南池袋2-41-20,都電荒川線東池袋四丁目駅 徒歩1分,40年間続く老舗洋食店,"平均予算：3,980円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
プライムステーキ×クラフトビール BURG HOLIC,https://r.gnavi.co.jp/6ezwwvaf0000/,東京都新宿区四谷3-3,地下鉄丸ノ内線四谷三丁目駅 徒歩2分,クラフトビール44種類,"平均予算：3,999円",店内,店内,店内,,,
ESTINATE LOUNGE,https://r.gnavi.co.jp/9byfz6tx0000/,沖縄県那覇市松山2-3-11,ゆいレール県庁前駅 徒歩10分,美栄橋・松山イタリアン,"平均予算：3,850円",テラス,テラス,テラス,テラス,テラス,
横浜中華街 翡翠楼 新館,https://r.gnavi.co.jp/p658901/?sc_dsp=rs_14130&sc_type=area&sc_area=jp,神奈川県横浜市中区山下町132,ＪＲ根岸線石川町駅北口 徒歩6分,健康美食☆名物翡翠炒飯,"平均予算：3,000円",店内,,,店内,店内,
CORAL KITCHEN at cove,https://r.gnavi.co.jp/b6mnfu030000/,兵庫県西宮市西波止町1-2,阪神本線西宮駅 車8分,リゾートレストラン,"平均予算：3,500円",テラス,テラス,,,,
居酒屋割烹 三三五五 新宿三丁目,https://r.gnavi.co.jp/74n7d01u0000/,東京都新宿区新宿3-7-1,ＪＲ新宿駅中央東口・東口・東南口 徒歩6分,ワンランク上の居酒屋,"平均予算：6,000円",テラス,テラス,,,,
個室 デザインフードマーケット 新橋店,https://r.gnavi.co.jp/3zu0v6370000/,東京都港区新橋1-15-5,地下鉄銀座線新橋駅7番出口 徒歩1分,バル居酒屋宴会完全個室,"平均予算：4,000円",,,,,,
BEER＆WINE 石山GRILL,https://r.gnavi.co.jp/7a5e05d10000/,滋賀県大津市粟津4-9,ＪＲ琵琶湖線石山駅南口 徒歩1分,熟成肉とこだわりビール,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
ミソラテラス,https://r.gnavi.co.jp/e0a1uuuz0000/,滋賀県草津市渋川1-1-60,ＪＲ草津駅 徒歩1分,草津駅前 洋風バル,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
タブララサ 池袋,https://r.gnavi.co.jp/jcaa3vc70000/,東京都豊島区池袋2-12-13,ＪＲ池袋駅北口 徒歩3分,隠れ家ダイニングバー,"平均予算：3,500円",店内,店内,,店内,店内,
ガーリックチップス,https://r.gnavi.co.jp/shbrgprk0000/,東京都新宿区高田馬場1-31-8,ＪＲ高田馬場駅戸山口 徒歩3分,ダイニングバー,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
Pizzeria＆Trattoria idyllic,https://r.gnavi.co.jp/5rp7vfuh0000/,滋賀県守山市守山1-6-12,ＪＲ琵琶湖線守山駅 徒歩5分,イタリアン×カフェ,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
上海庭 神保町店,https://r.gnavi.co.jp/e263701/,東京都千代田区神田神保町1-15-2,地下鉄半蔵門線神保町駅A7番出口 徒歩5分,本格上海料理,"平均予算：2,500円",テラス,,,,,
湘南パンケーキ お台場ヴィーナスフォート店,https://r.gnavi.co.jp/899sdkm60000/,東京都江東区青海1-3-15,りんかい線東京テレポート駅A出口 徒歩3分,メディアで話題の注目店,"平均予算：1,300円",テラス,テラス,,,,
ROUGH cafe dinning bar,https://r.gnavi.co.jp/hreb2xwb0000/,佐賀県佐賀市駅前中央2-6-7,ＪＲ佐賀駅 徒歩3分,佐賀のおしゃれスポット,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
手創りダイニング えびす倶楽部,https://r.gnavi.co.jp/p1448ak90000/,千葉県船橋市本町4-16-31,ＪＲ総武線船橋駅 徒歩1分,旬の串天ぷらと創作和食,"平均予算：4,000円",店内テラス,店内テラス,,店内テラス,店内テラス,
バル・バローロ・イタリアン,https://r.gnavi.co.jp/56fs5vup0000/,千葉県茂原市押日500-1,ＪＲ外房線茂原駅 車11分,イタリアン/バル/宴会,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
Trattoria Pizzeria Logic MARINA GRANDE,https://r.gnavi.co.jp/p864068/,東京都江東区豊洲2-4-9,地下鉄有楽町線豊洲駅 徒歩2分,東京BAYイタリアン,"平均予算：2,800円",テラス,テラス,テラス,テラス,テラス,
やきとり家 すみれ 祖師ヶ谷大蔵店,https://r.gnavi.co.jp/ajveef9y0000/,東京都世田谷区祖師谷3-1-18,小田急小田原線祖師ヶ谷大蔵駅 徒歩2分,大山どり専門店の焼き鳥,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
La Mensa jasmin（ラメンサジャスミン）,https://r.gnavi.co.jp/s8tfa22h0000/,東京都渋谷区広尾4-2-24,地下鉄日比谷線広尾駅 徒歩2分,広尾のカフェレストラン,"平均予算：4,000円",テラス,テラス,テラス,テラス,,
garden cafe M （ガーデンカフェ エム）,https://r.gnavi.co.jp/t365601/,福島県福島市栄町11-25,ＪＲ福島駅東口 徒歩4分,少人数パーティー、個室,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
SGROSSO TOKYO ‐エスグロッソ東京‐,https://r.gnavi.co.jp/a996300/?sc_dsp=rs_15401&sc_type=area&sc_area=jp,東京都渋谷区道玄坂1-11-3,ＪＲ渋谷駅 徒歩1分,肉×魚×野菜イタリアン,"平均予算：3,000円",,,,,,
ヨックモック 青山本店 ブルー・ブリック・ラウンジ,https://r.gnavi.co.jp/ga7955v00000/?sc_dsp=rs_15870&sc_type=area&sc_area=jp,東京都港区南青山5-3-3,地下鉄銀座線表参道駅A5番出口 徒歩3分,表参道でティータイム,"平均予算：4,000円",テラス,テラス,テラス,テラス,テラス,
ルポンドレ・ハルヤ,https://r.gnavi.co.jp/7uz2m6up0000/?sc_dsp=rs_15776&sc_type=area&sc_area=jp,岡山県岡山市東区西大寺浜166-1,ＪＲ赤穂線西大寺駅 車7分,チーズとワイン欧風料理,"平均予算：2,000円",テラス,テラス,,テラス,テラス,
pit master VAMOS,https://r.gnavi.co.jp/ffufsuav0000/,大阪府大阪市福島区福島8-1-1,ＪＲ大阪環状線福島駅 徒歩3分,アウトドア空間でご宴会,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
Ｊａｉｌ Ｈｏｕｓｅ ‐ジェイルハウス‐ 渋谷,https://r.gnavi.co.jp/g992700/,東京都渋谷区渋谷2-12-11,地下鉄渋谷駅15番出口 徒歩5分,渋谷・15名様～貸切可,"平均予算：3,200円",店内,,,,,
完全貸切＆パーティ Casa Asteion【カーサアスティオン】,https://r.gnavi.co.jp/g384300/,東京都渋谷区円山町7-9,ＪＲ渋谷駅 徒歩8分,一軒家＆貸切＆パーティ,"平均予算：2,500円",店内,店内,店内,店内,店内,
地鶏専門 たか鳥 神戸三宮店,https://r.gnavi.co.jp/k771309/?sc_dsp=rs_13559&sc_type=area&sc_area=jp,兵庫県神戸市中央区北長狭通2-11-5,阪急神戸線神戸三宮駅西口 徒歩1分,三宮個室で地鶏焼き鳥,"平均予算：3,200円",テラス,テラス,テラス,テラス,テラス,
夏と海と太陽と NAMIOTO ‐ ナミオト ‐,https://r.gnavi.co.jp/gcw0000/,東京都立川市曙町2-14-19,ＪＲ立川駅北口 徒歩3分,沖縄料理ベースの夏バル,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
GlampingBar TRIANGLE 三軒茶屋,https://r.gnavi.co.jp/htfnw3wu0000/,東京都世田谷区池尻3-28-6,東急田園都市線三軒茶屋駅北B出口 徒歩8分,BAR/貸切/BBQ,"平均予算：3,000円",店内テラス,店内テラス,,,,
びすとろ酒場 St．Vino ～サン・ビーノ～ 知立店,https://r.gnavi.co.jp/nazf201/,愛知県知立市新地町西新地31-1,名鉄名古屋本線知立駅 徒歩1分,知立駅前イタリアンバル,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
渋谷ビアガーデン テラスで贅沢BBQ H2【エイチツー】,https://r.gnavi.co.jp/jg0wc4ws0000/,東京都渋谷区道玄坂2-8-5,ＪＲ渋谷駅ハチ公口 徒歩1分,広々スペースで貸切宴会,"平均予算：3,000円",店内テラス,,,,,
PACE（パーチェ） ITALIAN LOUNGE,https://r.gnavi.co.jp/2a72x9er0000/,東京都港区南麻布1-5-4,地下鉄南北線麻布十番駅 徒歩3分,大人の隠れ家イタリアン,"平均予算：5,000円",店内,店内,店内,店内,店内,
溶岩焼き×個室肉バル 29house 町田駅前店,https://r.gnavi.co.jp/jkbuubya0000/,東京都町田市原町田6-10-10,ＪＲ横浜線町田駅 徒歩1分,溶岩焼き×肉寿司,"平均予算：3,000円",店内,店内,店内,,,
隠れ家ダイニング 食べ飲み放題 DHORPATAN 西大井店,https://r.gnavi.co.jp/1ft1brj40000/,東京都品川区西大井1-4-20,ＪＲ横須賀線西大井駅 徒歩1分,全160種食べ飲み放題,"平均予算：2,000円",テラス,テラス,テラス,テラス,テラス,
港のてっぱん焼 得々 下北沢,https://r.gnavi.co.jp/hwvfdy2x0000/,東京都世田谷区北沢2-6-6,京王井の頭線下北沢駅 徒歩4分,下北沢の和食居酒屋,"平均予算：3,000円",テラス,テラス,テラス,,,
炭火串焼 りあん,https://r.gnavi.co.jp/reaubj2b0000/,東京都渋谷区恵比寿南1-9-2,ＪＲ恵比寿駅西口 徒歩1分,地酒が旨い焼鳥居酒屋,"平均予算：4,000円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
In the Garden 135,https://r.gnavi.co.jp/nr74hmhr0000/,東京都新宿区西新宿8-4-17,地下鉄丸ノ内線西新宿駅 徒歩1分,庭園テラスダイニング,"平均予算：4,000円",テラス,,,テラス,テラス,
屋上ビアガーデン BBQ 食べ放題 天空ラウンジ 新宿東口,https://r.gnavi.co.jp/rn70jxak0000/,東京都新宿区歌舞伎町1-21-1,ＪＲ新宿駅東口 徒歩2分,屋上個室テント,"平均予算：3,000円",店内テラス,店内テラス,,店内テラス,店内テラス,
炭火個室肉バル ブラチョーラ練馬,https://r.gnavi.co.jp/7bspkfvj0000/,東京都練馬区豊玉北5-32-1,西武池袋線練馬駅西口 徒歩3分,名物！熟成トマホーク！,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
農園レストラン TAKO・HISTORIA 871,https://r.gnavi.co.jp/bbvkg5jk0000/,千葉県香取郡多古町十余三329-5,成田国際空港 車10分,農園野菜・イタリアン,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
MURA’S WARUNG,https://r.gnavi.co.jp/j98429b20000/,新潟県新潟市中央区米山1-2-15,ＪＲ新潟駅 徒歩4分,スペアリブ自慢の居酒屋,"平均予算：3,000円",テラス,,,テラス,テラス,
エスニックダイニング DIYA【ディヤ】 六本木,https://r.gnavi.co.jp/7y8e2ju50000/,東京都港区六本木6-10-1,地下鉄日比谷線六本木駅1c出口 徒歩4分,ランチ食べ放題開催,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
旨いもん居酒屋 俺ん家 下北沢本店,https://r.gnavi.co.jp/fryk9ub30000/,東京都世田谷区北沢2-14-4,小田急小田原線下北沢駅 徒歩2分,居酒屋 半個室 喫煙可,"平均予算：2,500円",店内,店内,店内,店内,店内,
イタリアン酒場 ガーリックテーブル まんまみ～あ 松山三番町店,https://r.gnavi.co.jp/2sk1tnx80000/,愛媛県松山市三番町3-8-4,伊予鉄道松山市駅線大街道駅 徒歩5分,大街道3番町イタリアン,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
炭焼きと日本酒 らんぷ,https://r.gnavi.co.jp/95gf5x460000/?sc_dsp=rs_13813&sc_type=area&sc_area=jp,大阪府大阪市北区兎我野町11-19,地下鉄谷町線東梅田駅 徒歩5分,炭焼きと日本酒らんぷ,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
クラフトビール＆ダイニングバー ファニーサンセット 平塚,https://r.gnavi.co.jp/6cs91fa80000/?sc_dsp=rs_14720&sc_type=area&sc_area=jp,神奈川県平塚市明石町11-2,ＪＲ東海道本線平塚駅北口 徒歩3分,平塚 ダイニングバー,"平均予算：3,000円",,,,,,
ルポンドレ・ハルヤ,https://r.gnavi.co.jp/7uz2m6up0000/?sc_dsp=rs_15776&sc_type=area&sc_area=jp,岡山県岡山市東区西大寺浜166-1,ＪＲ赤穂線西大寺駅 車7分,チーズとワイン欧風料理,"平均予算：2,000円",テラス,テラス,,テラス,テラス,
グリルダイニングAago（アーゴ）,https://r.gnavi.co.jp/6gbpvgn80000/,千葉県八千代市八千代台西3-2-10,京成本線八千代台駅西口 徒歩3分,グリルダイニング居酒屋,"平均予算：3,000円",店内,店内,店内,店内,店内,
【全席個室】 炙り旬（あぶりしゅん） 南5条別邸,https://r.gnavi.co.jp/11thyceh0000/,北海道札幌市中央区南5条西5-13-1,札幌市営地下鉄南北線すすきの駅 徒歩5分,全席個室海鮮炭火居酒屋,"平均予算：3,500円",店内,,,店内,店内,
Amici～洋風酒場～アミーチ 川崎店,https://r.gnavi.co.jp/692x572h0000/,神奈川県川崎市川崎区小川町4-1,ＪＲ川崎駅 徒歩6分,洋風酒場 イタリアン,"平均予算：3,500円",テラス,テラス,テラス,,,
川崎バル CHEF’S BAR（シェフズバル）,https://r.gnavi.co.jp/b999200/?sc_dsp=rs_12297&sc_type=area&sc_area=jp,神奈川県川崎市川崎区小川町13-20,ＪＲ川崎駅 徒歩5分,ラチッタ裏スペインバル,"平均予算：4,000円",テラス,テラス,テラス,テラス,テラス,
個室居酒屋 鳥道酒場（とりみちさかば） 上野本店,https://r.gnavi.co.jp/4ydst1jd0000/,東京都台東区上野6-13-5,ＪＲ上野駅 徒歩1分,地鶏料理と地酒・個室,"平均予算：3,000円",,,,,,
フカヒレ＆ズワイ蟹食べ放題 老北京 ‐ROUPEKIN‐ 中華街本店,https://r.gnavi.co.jp/ed4kd5pn0000/,神奈川県横浜市中区山下町132,みなとみらい線元町・中華街駅 徒歩3分,雑誌テレビ大人気食放題,"平均予算：1,980円",テラス,テラス,テラス,テラス,テラス,
厨（KURIYA）神保町本店 神戸牛＆シチリアワイン,https://r.gnavi.co.jp/atgs09bt0000/,東京都千代田区一ツ橋2-6-12,都営新宿線神保町駅 徒歩2分,神保町の神戸牛専門店,"平均予算：5,000円",テラス,,,,,
