name, area_list, description, url, category, tags_list, address, access, business_hours, regular_holidays, tarif, phone_no, if_reservation_needed
千本松牧場,'関東'  '栃木県',美味しい、楽しい、高原で遊ぼう,https://www.walkerplus.com/spot/ar0309s07572/    ,遊ぶ,'牧場・乗馬施設'  '観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    栃木県那須塩原市千本松799[地図],    【電車】JR那須塩原駅から車で約20分 【車】東北自動車道西那須野塩原ICから約2分,    10:00～17:00。レストラン11:00～15:00 (最終受付14:30),    なし,入場無料。 どうぶつふれあい広場(現金のみ) 大人200円、小学生100円、幼児無料。クレジットカードはジンギス館、グリル＆カフェ ミレピーニランチョ、食事処もみじ亭、千本松ショップで利用可能, 0287-36-1025,
渋川マリン水族館,'中国'  '岡山県',瀬戸内海を中心とした海の博物館,https://www.walkerplus.com/spot/ar0833s16390/    ,遊ぶ,'水族館・アクアリウム'  '子供と'  '恋人と・夫婦で'  '友達と',    岡山県玉野市渋川2-6-1[地図],    【電車】JR岡山駅より特急バス渋川行の終点、ダイヤモンド瀬戸内マリンホテルを下車、徒歩3分。またはJR宇野みなと線宇野駅より路線バス渋川行の渋川を下車、徒歩5分 【車】瀬戸中央自動車道(瀬戸大橋道)児島インターから国道430号を経由し約20分,    通常9:00～17:00 最終入館16:30。 渋川海水浴場開設期間8:30～17:30 最終入館17:00,    水曜(祝日の場合翌日)。12月29日～31日、1月4日。但し、3月25日～4月10日、4月29日～5月5日、7月、8月は休館しない    天候等により臨時休館の場合あり,有料。 観覧券 高校生以上500円、5歳以上中学生以下は250円 ※障がい者等割引あり。団体料金は30人以上1割引、100人以上2割引、300人以上3割引。年間パスポート 高校生以上1200円、5歳以上中学生以下600円、高校生以上と5歳以上中学生以下のペアは1600円, 0863-81-8111,
VERY BELLY FARM(ベリーベリーファーム),'関西'  '兵庫県',広々した園内で動物たちとも触れ合える,https://www.walkerplus.com/spot/ar0728s149434/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    兵庫県西脇市出会町325[地図],    【電車】JR西脇駅からタクシーで約8分 【車】中国自動車道滝野社ICから約15分,    10:00～17:00    いちご狩り受付時間 11:00～14:00,    月曜(祝日の場合は翌日),有料。 体験によって異なる, 0795-27-0770 ナチュラルファーム デアイ,要予約 いちご狩り要予約(公式サイトで受付)
白樺リゾート池の平ファミリーランド,'甲信越'  '長野県',混雑する時間の目安,https://www.walkerplus.com/spot/ar0420s14597/    ,遊ぶ,'遊園地・レジャー施設'  '子供と'  '恋人と・夫婦で'  '友達と',    長野県茅野市白樺湖[地図],    【電車】JR茅野駅からバスで東白樺湖下車徒歩1分 【車】中央自動車道諏訪南ICから約35分,    10:00～17:00。連休、夏季は一部9:30～17:00の場合あり,    11月～4月中旬は冬季休業,有料。 入園券 大人(中学生以上)1500円、小人(3歳～小学生)1000円 ホテル宿泊者割引あり。フリーパス券(土日祝、GW、夏季のみ販売) 大人4400円、小人3300円。平日フリーパス券 大人3500円、小人2700円 フリーパスは入園+アトラクションフリー(一部除外)。施設利用券(1点券) 大人400円、小人300円、施設利用券(5点券) 大人1900円、小人1400円 ※大人の施設利用券で小人利用可。小人の施設利用券で大人利用の場合は要補助券100円, 0266-68-2100,
もりのゆうえんち,'関東'  '千葉県'  '野田市駅(千葉県)',混雑する時間の目安,https://www.walkerplus.com/spot/ar0312s03736/    ,遊ぶ,'遊園地・レジャー施設'  '子供と'  '恋人と・夫婦で'  '友達と',    千葉県野田市中根6-1[地図],    【電車】東武鉄道野田市駅から徒歩15分 【車】常磐自動車道柏ICから約15分,    平日11:00～17:00、土・日・祝10:30～17:00,    水曜(春休み、夏休み、GW、年末年始は除く)。冬期メンテナンスによる休園(1月の第4月曜～金曜)あり    ※当面の間、木曜日も休園,入場無料。 乗り物券1枚100円、回数券(100円券×11枚)1000円。一般フリーパス(3歳以上)2200円、親子フリーパス(3歳以上の子供1名と16歳以上の付添1名)3600円, 04-7123-0851,
国営木曽三川公園 138タワーパーク,'東海'  '愛知県',混雑する時間の目安,https://www.walkerplus.com/spot/ar0623s45856/    ,遊ぶ,'公園'  '展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    愛知県一宮市光明寺字浦崎21-3[地図],    【電車】JR尾張一宮駅・名鉄一宮駅からバス(名鉄バス一宮市総合体育館行きで約30分)で138タワーパーク停留所下車すぐ 【車】東海北陸自動車道一宮木曽川ICから約8分,    9:30～17:00    8月13日～8月15日及び11月23日～12月25日は9:30～21:00,    毎月第2月曜日(休日の場合は直後の平日)    8月・12月を除く,入場無料。 タワー展望階のみ有料 大人500円、小人200円、幼児100円、シルバー250円, 0586-51-7105 138タワーパーク,
伊豆・三津シーパラダイス,'東海'  '静岡県',駿河湾が目の前に広がる水族館,https://www.walkerplus.com/spot/ar0622s16372/    ,遊ぶ,'水族館・アクアリウム'  '子供と'  '恋人と・夫婦で'  '友達と',    静岡県沼津市内浦長浜3-1[地図],    【電車】伊豆箱根鉄道駿豆線伊豆長岡駅から伊豆箱根バスで三津シーパラダイス停留所下車、徒歩すぐ 【車】新東名高速道路長泉沼津ICまたは東名高速道路沼津ICから約30分(伊豆縦貫自動車道、伊豆中央道伊豆長岡IC経由),    9:00～17:00 最終入場16:00    状況によりの変更あり、詳しくは公式サイト参照,    なし    12月にメンテナンス休館を予定,有料。 入場料 中学生以上2200円、4歳～小学生1100円, 055-943-2331,
富士すばるランド,'甲信越'  '山梨県',犬たちと楽しく遊べる施設が揃う,https://www.walkerplus.com/spot/ar0419s14702/    ,遊ぶ,'動物園・サファリパーク'  '子供と'  '恋人と・夫婦で'  '友達と',    山梨県南都留郡富士河口湖町船津字剣丸尾6663-1[地図],    【電車】富士急行河口湖駅から無料送迎バスで約15分 【車】中央自動車道河口湖ICから約5分,    4～7・9～11月の平日10:00～17:00、土日祝9:30～17:00。8月9:30～17:00、12月～3月10:00～16:00,    水曜・木曜(GW・祝日・夏休み・年末年始・春休みは除く),有料。 入園料(4～11月) 大人(中学生以上)1500円、子供(4歳～小学生)900円、同伴犬(一頭につき)500円。入園料(12～3月) 大人(中学生以上)1200円、子供(4歳～小学生)600円、同伴犬(一頭につき)500円, 0555-72-2239,
いばらきフラワーパーク,'関東'  '茨城県',「見る」から「感じる」フラワーパークへ,https://www.walkerplus.com/spot/ar0308s65321/    ,遊ぶ,'テーマパーク・アミューズメントパーク'  '公園'  '子供と'  '恋人と・夫婦で'  '友達と',    茨城県石岡市下青柳200[地図],    【電車】またはJR石岡駅からバスに乗り約30分、フラワーパーク前下車すぐ 【車】つくばエクスプレス線つくば駅から車で約30分または常磐自動車道土浦北ICから約15分、千代田石岡ICまたは石岡小美玉スマートICから約20分,    3～11月9:00～17:00、12～2月9:00～16:00    イベント期間中は変更あり,    火曜日(火曜が祝日の場合は当該休日以後の直近の休日ではない日)、12月28日～1月2日,有料。 入園料 大人900円(バラシーズンは1200円)、小・中学生300円(同400円)、未就学児(小学生未満)無料、ペット200円, 0299-42-4111,
東京ドームシティ アトラクションズ,'関東'  '東京都'  '水道橋駅(東京都)'  '後楽園駅(東京都)'  '春日駅(東京都)'  '本郷三丁目駅(東京都)',東京ドーム隣接の入場無料都市型遊園地,https://www.walkerplus.com/spot/ar0313s03732/    ,遊ぶ,'遊園地・レジャー施設'  '子供と'  '恋人と・夫婦で'  '友達と',    東京都文京区後楽1-3-61[地図],    【電車】JR・都営水道橋駅からすぐ。東京メトロ後楽園駅からすぐ 【車】首都高速5号線飯田橋出口または西神田出口から約5分,    10:00～21:00    季節やアトラクション、イベントによって異なる,    なし,入場無料。 ワンデーパスポート(1日乗り放題、当日のみ有効) 大人(18歳以上)4200円、シニア(60歳以上)・中人(中高校生)3700円、小人(小学生)2800円、幼児(3歳以上)1800円。ナイト割引パスポート(17:00から販売・乗り放題、当日のみ有効) 大人3200円、シニア・中人2700円、小人2300円、幼児(3歳以上)1500円, 03-3817-6001 東京ドームシティ アトラクションズ,
ぐりんぱ,'東海'  '静岡県',富士山の自然のなかで思いっきり遊ぶ,https://www.walkerplus.com/spot/ar0622s14602/    ,遊ぶ,'遊園地・レジャー施設'  '子供と'  '恋人と・夫婦で'  '友達と',    静岡県裾野市須山藤原2427[地図],    【電車】JR御殿場駅、三島駅、または富士駅から路線バス運行 【車】東名高速道路御殿場ICから約30分,    平日9:30～16:30、土日祝9:00～17:00    季節により異なる,    火・水曜日、一部の木曜日。GWや夏休みなど繁忙期は開園    季節により異なる,有料。 入園料 大人(中学生以上)1300円、子供(3歳～小学生)850円、シニア(60歳以上)850円 。ワンデークーポン(入園券+1日乗物券) 大人(中学生以上)3700円、子供(3歳～小学生) 2700円、シニア(60歳以上)2700円 ※クレジットカードは入園券売り場、および園内売店のみ使用可, 055-998-1111,
サンシャイン牧場果樹園,'関西'  '和歌山県',併設する牧場で動物とも触れ合える果樹園,https://www.walkerplus.com/spot/ar0730s37927/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    和歌山県日高郡印南町印南原5640[地図],    【電車】JR印南駅からタクシーで約10分 【車】阪和自動車道印南ICから約10分,    9:00～17:00,    不定休,入場無料。 いちご狩り:大人1500円、子供(3歳～小学生)1000円(変更の場合あり)。他の味覚狩りについては、公式サイト等をご確認ください, 090-4764-2155 予約担当(17:00～21:00),090-4764-2155 予約担当(17:00～21:00)
緑そよぐ大人の海マチ 広島マリーナホップ,'中国'  '広島県',広島で唯一の水族館や遊園地を併設するショッピングモール,https://www.walkerplus.com/spot/ar0834s16114/    ,遊ぶ,'ショッピングモール'  '屋内アミューズメント施設'  '子供と'  '恋人と・夫婦で'  '友達と',    広島県広島市西区観音新町4-14-35[地図],    【電車】JR広島駅からバスに乗りマリーナホップ下車徒歩1分 【車】広島高速道路3号線吉島出入口から約12分。山陽自動車道五日市ICから約55分,    10:00～19:00、レストラン11:00～22:00    店舗により異なる,    公式サイトを参照,入場無料。, 082-503-5500 10:00～20:00,
